manifest_schema_version,phase,source_review_commit,source_review_root_sha256,operation_id,created_at_utc,candidate_sha256,candidate_size_bytes,target_filename,target_canonical_path,target_sha256,target_size_bytes,target_column_count,target_evidence_row_count,publication_primitive,create_only,existing_target_replacement_allowed,official_dataset_path_used,official_evidence_rows_written,automatic_recovery_allowed,signal_generation_enabled,live_alerts_allowed,paper_trade_execution_allowed,real_capital_allowed,market_execution_allowed,exchange_execution_allowed,automation_allowed,execution_allowed,human_review_required
LONG_OFFICIAL_DATASET_MANIFEST_V1,10.45,d5c5acefcc1f965566c20cb4d21bf62144d9a827,31575687b9439397a920d4cb960c572abd07c00e05148feeb1a1d9dc269552ac,3db5437002ab476b8675f2fc09ae9000,2026-07-28T00:10:58.417008+00:00,e3fa86a461fd46f4d66dc2e03f185e49b7b3438d3cbc33340c01f51310514ff1,981,long_forward_observation_dataset_v1.csv,C:\Users\jmcas\OpenClawProjects\trading-ai\data\forward\long_forward_observation_dataset_v1.csv,e3fa86a461fd46f4d66dc2e03f185e49b7b3438d3cbc33340c01f51310514ff1,981,54,0,WINDOWS_MOVEFILEEX_WRITE_THROUGH_CREATE_ONLY,True,False,True,0,False,False,False,False,False,False,False,False,False,True
