trade_id,created_at,updated_at,symbol,strategy,direction,status,decision,permission,state,bias,entry_time,entry_price,current_price_at_signal,stop_price,tp1_price,tp2_price,tp1_close_weight,position_notional,btc_size,risk_amount,risk_per_trade_pct,stop_distance_pct,potential_stop_pct,potential_tp1_pct,potential_tp2_pct,potential_tp1_be_pct,potential_tp1_tp2_pct,impulse_high,impulse_low,drop_pct,entry_zone_low,entry_zone_high,tp1_hit,be_active,exit_time,exit_price,exit_reason,final_result_pct,last_checked_price,notes
d8e7e2cd02a7e323de0517b9c2d75a51,2026-06-13 19:54:42,2026-06-13 19:57:26,BTCUSDT,FIB_V5_TP1_BE,SHORT,OPEN,PAPER_TRADE_ONLY,SIMULATION_ONLY,SHORT_ENTRY_SIGNAL,BEARISH,2026-06-13 22:30:00,64456.47,64548.11,70423.79086,62326.246,59130.91,0.5,108.01576035916403,0.0016757939173393,10.0,1.0,9.2579082596363,-9.2579082596363,3.3049032936491898,8.262258234122962,1.6524516468245949,5.783580763886076,77404.18,59130.91,23.60760103653316,63443.40172,66111.29914,False,False,,,,,64445.88,Registrar la señal y hacer seguimiento manual.
fbbd3dd82b1ce2989e80d0c12ccec108,2026-06-13 19:57:12,2026-06-13 19:57:26,BTCUSDT,FIB_V5_TP1_BE,SHORT,OPEN,PAPER_TRADE_ONLY,SIMULATION_ONLY,SHORT_ENTRY_SIGNAL,BEARISH,2026-06-13 23:00:00,64451.69,64433.88,70423.79086,62323.378,59130.91,0.5,107.92130191853477,0.0016744526313977,10.0,1.0,9.266011271387905,-9.266011271387905,3.3021818357284314,8.255454589321085,1.6510909178642157,5.778818212524758,77404.18,59130.91,23.60760103653316,63443.40172,66111.29914,False,False,,,,,64445.88,Registrar la señal y hacer seguimiento manual.
